STS/STS1.epd
0, 44, 26
1, 269, 41
2, 117, 54
3, 1152, 928
4, 520, 289
5, 200, 31
6, 147, 24
7, 31, 16
8, 123, 20
9, 181, 22
10, 203, 78
11, 807, 674
12, 152, 51
13, 184, 28
14, 163, 68
15, 81, 60
16, 125, 61
17, 134, 22
18, 448, 167
19, 225, 33
20, 120, 71
21, 273, 33
22, 183, 51
23, 47, 24
24, 243, 38
25, 2304, 2010
26, 762, 538
27, 461, 117
28, 162, 73
29, 247, 116
30, 488, 111
31, 184, 118
32, 92, 22
33, 306, 160
34, 55, 18
35, 189, 36
36, 1286, 1092
37, 613, 482
38, 168, 31
39, 228, 132
40, 145, 27
41, 268, 68
42, 210, 39
43, 190, 32
44, 2533, 2136
45, 96, 10
46, 2403, 1968
47, 608, 411
48, 231, 65
49, 330, 31
50, 123, 22
51, 99, 46
52, 188, 19
53, 911, 669
54, 676, 437
55, 492, 48
56, 300, 64
57, 178, 21
58, 197, 28
59, 144, 58
60, 84, 59
61, 586, 431
62, 193, 28
63, 471, 289
64, 1911, 1596
65, 138, 26
66, 1036, 764
67, 345, 219
68, 392, 135
69, 2502, 2035
70, 90, 22
71, 1405, 503
72, 184, 44
73, 64, 32
74, 168, 54
75, 1319, 1080
76, 247, 35
77, 695, 440
78, 253, 66
79, 93, 26
80, 203, 22
81, 2326, 1982
82, 137, 66
83, 263, 106
84, 802, 608
85, 90, 30
86, 173, 37
87, 140, 15
88, 263, 37
89, 271, 99
90, 220, 34
91, 345, 49
92, 222, 120
93, 144, 24
94, 280, 42
95, 346, 231
96, 114, 21
97, 221, 29
98, 583, 499
99, 196, 34
>>(Avg Hits): (435, 261)
STS/STS2.epd
0, 177, 38
1, 90, 27
2, 228, 65
3, 317, 141
4, 191, 92
5, 341, 18
6, 290, 248
7, 196, 35
8, 1964, 1565
9, 289, 34
10, 296, 248
11, 118, 37
12, 702, 494
13, 157, 30
14, 240, 71
15, 184, 78
16, 105, 26
17, 138, 29
18, 103, 27
19, 50, 17
20, 150, 55
21, 580, 479
22, 219, 82
23, 275, 39
24, 244, 40
25, 2362, 1904
26, 326, 174
27, 284, 34
28, 126, 24
29, 391, 31
30, 341, 56
31, 271, 49
32, 739, 540
33, 1035, 859
34, 195, 42
35, 186, 44
36, 257, 26
37, 144, 28
38, 732, 591
39, 926, 732
40, 650, 485
41, 349, 68
42, 1043, 901
43, 195, 29
44, 1715, 1479
45, 113, 27
46, 821, 659
47, 798, 606
48, 646, 369
49, 413, 59
50, 295, 70
51, 2225, 1868
52, 86, 57
53, 1015, 909
54, 2094, 1894
55, 159, 68
56, 59, 9
57, 382, 39
58, 375, 253
59, 108, 47
60, 236, 38
61, 679, 371
62, 240, 35
63, 166, 33
64, 1042, 946
65, 337, 156
66, 98, 35
67, 805, 571
68, 317, 118
69, 272, 59
70, 227, 58
71, 602, 361
72, 1664, 1325
73, 747, 298
74, 563, 266
75, 80, 20
76, 121, 45
77, 66, 24
78, 181, 50
79, 179, 29
80, 413, 318
81, 39, 24
82, 240, 38
83, 267, 39
84, 209, 51
85, 478, 361
86, 160, 29
87, 363, 49
88, 228, 41
89, 518, 361
90, 247, 28
91, 1150, 904
92, 222, 41
93, 292, 36
94, 474, 173
95, 121, 23
96, 207, 79
97, 85, 26
98, 200, 62
99, 75, 22
>>(Avg Hits): (441, 265)
STS/STS3.epd
0, 277, 36
1, 158, 51
2, 294, 21
3, 55, 16
4, 224, 26
5, 461, 271
6, 242, 87
7, 160, 28
8, 172, 21
9, 188, 41
10, 327, 39
11, 364, 40
12, 190, 57
13, 387, 30
14, 220, 134
15, 140, 47
16, 125, 38
17, 206, 68
18, 531, 434
19, 259, 29
20, 114, 17
21, 87, 46
22, 229, 134
23, 148, 26
24, 229, 26
25, 163, 65
26, 192, 57
27, 979, 724
28, 177, 21
29, 122, 51
30, 227, 38
31, 152, 26
