STS/STS1.epd
0, 735, 64
1, 1945, 275
2, 3072, 330
3, 1908, 214
4, 3383, 302
5, 1628, 185
6, 2914, 318
7, 1375, 211
8, 3284, 351
9, 4740, 486
10, 5853, 860
11, 2612, 380
12, 4262, 385
13, 2974, 297
14, 4549, 379
15, 5177, 530
16, 2083, 164
17, 3431, 186
18, 8327, 1082
19, 3831, 600
20, 1705, 226
21, 2422, 256
22, 3036, 475
23, 7740, 470
24, 4649, 729
25, 2029, 219
26, 7334, 566
27, 3595, 391
28, 1439, 204
29, 1287, 190
30, 3509, 520
31, 1900, 321
32, 1562, 94
33, 3776, 124
34, 2485, 242
35, 4173, 498
36, 6145, 577
37, 1772, 162
38, 3284, 368
39, 3771, 599
40, 3450, 483
41, 3008, 358
42, 4303, 482
43, 3565, 535
44, 4546, 426
45, 1872, 70
46, 6596, 877
47, 2391, 360
48, 6398, 853
49, 4690, 421
50, 3774, 323
51, 2312, 294
52, 2438, 340
53, 2412, 354
54, 3883, 515
55, 5240, 972
56, 4036, 219
57, 4083, 339
58, 950, 155
59, 3126, 248
60, 4789, 596
61, 3398, 574
62, 3310, 343
63, 4148, 629
64, 2909, 310
65, 3291, 264
66, 2551, 214
67, 4813, 662
68, 4645, 661
69, 4154, 481
70, 1305, 234
71, 4180, 584
72, 5108, 507
73, 6480, 782
74, 2810, 289
75, 3994, 330
76, 5555, 593
77, 4124, 562
78, 3779, 436
79, 3600, 394
80, 2050, 313
81, 5505, 386
82, 2578, 225
83, 2075, 143
84, 3117, 54
85, 1978, 218
86, 2840, 450
87, 1518, 203
88, 2540, 417
89, 3667, 398
90, 3562, 363
91, 2845, 373
92, 4995, 660
93, 2262, 163
94, 4537, 394
95, 1461, 153
96, 2264, 237
97, 2728, 243
98, 2106, 252
99, 4330, 697
>>(Avg Hits): (3466, 392)
STS/STS2.epd
0, 4482, 453
1, 3847, 513
2, 3757, 425
3, 4076, 590
4, 3030, 613
5, 3755, 549
6, 2626, 379
7, 2334, 296
8, 4059, 603
9, 2036, 151
10, 2369, 443
11, 2556, 264
12, 3929, 444
13, 884, 44
14, 2944, 330
15, 3341, 424
16, 1837, 256
17, 1894, 230
18, 3611, 484
19, 5900, 541
20, 6386, 515
21, 4852, 554
22, 3877, 552
23, 2335, 324
24, 4033, 346
25, 4475, 369
26, 6564, 803
27, 5033, 408
28, 2893, 443
29, 1188, 144
30, 1754, 234
31, 1333, 117
32, 4154, 275
33, 3253, 404
34, 2791, 445
35, 5318, 744
36, 2687, 117
37, 4885, 447
38, 2916, 265
39, 3705, 437
40, 5588, 540
41, 3028, 130
42, 3603, 215
43, 4532, 631
44, 1338, 182
45, 2548, 189
46, 3806, 516
47, 3175, 421
48, 3462, 367
49, 3100, 232
50, 4088, 683
51, 1766, 85
52, 3896, 356
53, 3561, 610
54, 2989, 430
55, 3352, 327
56, 4316, 157
57, 2572, 317
58, 4261, 573
59, 1765, 183
60, 3284, 255
61, 1623, 121
62, 3525, 401
63, 2951, 161
64, 2268, 205
65, 5192, 735
66, 5666, 455
67, 4064, 486
68, 5128, 591
69, 3000, 417
70, 3837, 490
71, 4988, 492
72, 2180, 223
73, 4410, 642
74, 3547, 535
75, 2403, 198
76, 4134, 120
77, 4678, 604
78, 4176, 800
79, 1344, 215
80, 3625, 362
81, 1629, 231
82, 1824, 278
83, 1917, 198
84, 2062, 305
85, 7495, 667
86, 3184, 314
87, 1210, 166
88, 1630, 303
89, 3347, 427
90, 930, 90
91, 3174, 380
92, 1230, 159
93, 2298, 346
94, 1428, 209
95, 2312, 176
96, 1071, 185
97, 2098, 272
98, 2557, 200
99, 1511, 208
>>(Avg Hits): (3233, 367)
STS/STS3.epd
0, 1025, 121
1, 3934, 482
2, 1233, 93
3, 1699, 187
4, 2654, 242
5, 1456, 132
6, 2866, 319
7, 2239, 303
8, 1459, 177
9, 4370, 463
10, 2336, 194
11, 1633, 138
12, 2780, 387
13, 3114, 398
14, 3495, 410
15, 3214, 437
16, 2555, 266
17, 1274, 158
18, 2840, 327
19, 1993, 152
20, 1404, 187
21, 1610, 173
22, 2839, 159
23, 1166, 215
24, 3060, 377
25, 4109, 664
