STS/STS1.epd
40, 1388
41, 2634
42, 2365
43, 1343
44, 193
45, 777
46, 1994
47, 1554
48, 317
49, 2311
50, 1995
51, 1836
52, 1722
53, 1456
54, 1320
55, 525
56, 2659
57, 1382
58, 2904
59, 2156
60, 1227
61, 1457
62, 1976
63, 1993
64, 1117
65, 2119
66, 2815
67, 7320
68, 1572
69, 1877
70, 1268
71, 2082
72, 2446
73, 1597
74, 1797
75, 1918
76, 860
77, 875
78, 3288
79, 1034
80, 831
81, 2204
82, 904
83, 1951
84, 1540
85, 2570
86, 882
87, 513
88, 1879
89, 1267
90, 1146
91, 1428
92, 1228
93, 1471
94, 827
95, 1025
96, 1054
97, 1973
98, 1026
99, 377
>>(Avg Hits): (1717)
STS/STS8.epd
0, 1266
1, 2116
2, 1330
3, 2374
4, 2271
5, 2429
6, 1336
7, 843
8, 1366
9, 1698
10, 2850
11, 1796
12, 1934
13, 2766
14, 329
15, 2070
16, 1624
17, 1343
18, 884
19, 1134
20, 2312
21, 2459
22, 2909
23, 1016
24, 2018
25, 1695
26, 1285
27, 2215
28, 2771
29, 2355
30, 2292
31, 2422
32, 1772
33, 866
34, 3179
35, 1216
36, 2964
37, 1977
38, 615
39, 2231
40, 1158
41, 1070
42, 999
43, 2550
44, 835
45, 2713
46, 903
47, 4296
48, 2720
49, 886
50, 1713
51, 1073
52, 2358
53, 905
54, 1101
55, 780
56, 1364
57, 944
58, 595
59, 1727
60, 816
61, 1602
62, 2497
63, 1189
64, 2426
65, 1649
66, 1181
67, 1990
68, 1963
69, 2017
70, 2437
71, 444
72, 2719
73, 1096
74, 1576
75, 880
76, 1307
77, 1044
78, 1153
79, 1501
80, 2974
81, 823
82, 1024
83, 1539
84, 815
85, 690
86, 1561
87, 1375
88, 1163
89, 2414
90, 1460
91, 792
92, 1954
93, 1049
94, 1654
95, 1210
96, 1355
97, 2235
98, 2768
99, 1197
>>(Avg Hits): (1665)
STS/STS9.epd
0, 3445
1, 1104
2, 3946
3, 2272
4, 1560
5, 906
6, 1614
7, 2183
8, 560
9, 2486
10, 1080
11, 2171
12, 1998
13, 2831
14, 1891
15, 2914
16, 2948
17, 898
18, 1872
19, 1732
20, 2247
21, 2268
22, 1165
23, 2231
24, 1390
25, 2022
26, 1469
27, 3302
28, 2270
29, 3464
30, 2166
31, 2347
32, 1444
33, 2591
34, 1883
35, 2946
36, 2368
37, 2393
38, 958
39, 1153
40, 1570
41, 2619
42, 1613
43, 1327
44, 1818
45, 1952
46, 1820
47, 1517
48, 3041
49, 1971
50, 2796
51, 2512
52, 1922
53, 1413
54, 2812
55, 4303
56, 2636
57, 1659
58, 1639
59, 2932
60, 2186
61, 1360
62, 2310
63, 1854
64, 4691
65, 2782
66, 1288
67, 3372
68, 888
69, 1162
70, 2092
71, 3227
72, 2927
73, 1857
